title,year,mpaa,runtime,genres,star_rating,metascore_rating,description,director,stars,gross
St. Helens,1981,,90 minutes,Adventure,,,,Ernest Pintoff,,
Der Staat gegen Fritz Bauer,2016,R,105 minutes,Drama,,,,Lars Kraume,Burghart Klaussner,"$911,007"
St. Elmoâ€™s Fire,1985,,,Drama,,,,Joel Schumacher,"Rob Lowe,Demi Moore,Emilio Estevez,Ally Sheedy,Judd Nelson,Mare Winningham,Andrew McCarthy",
St. Trinianâ€™s,2009,PG-13,101 minutes,Comedy,,,,Oliver Parker,Rupert Everett,"$29,830,239"
Sssssss,2004,,,Horror,,,,Bernard L. Kowalski,,
St. Vincent,2014,PG-13,102 minutes,Comedy,,,,Theodore Melfi,"Bill Murray,Melissa McCarthy,Naomi Watts","$54,837,234"
Srpski film,2011,NC-17,,,,,,,,"$1,550"
The Squeeze,1987,,,,,,,,,
Squeeze,1997,,,Drama,,,,,,
Squeal,2009,R,,,,,,,,
Squatters,2014,R,,Drama,,,,Martin Weisz,,
The Squeeze,2015,PG-13,95 minutes,Thriller/Suspense,,,,Terry Jastrow,"Jeremy Sumpter,Christopher McDonald,Jillian Murray,Michael Nouri","$11,910"
The Squid and the Whale,2005,R,,Drama,,,,Noah Baumbach,,"$11,191,423"
The Square,2017,R,142 minutes,Drama,,,,Ruben Ostlund,"Claes Bang,Elisabeth Moss,Terry Notary,Dominic West","$4,682,247"
The Square,2013,Not Rated,104 minutes,Documentary,,,,Jehane Noujaim,,
Square Dance,1987,,,,,,,,Rob Lowe,
Square Grouper,2011,R,100 minutes,Documentary,,,,Billy Corben,,
The Squad,2014,,,Action,,,,Benjamin Rocher,,"$17,502"
Squanto: A Warrior's Tale,1994,PG,,Drama,,,,,,
The Square,2010,R,105 minutes,Thriller/Suspense,,,,Nash Edgerton,David Roberts,"$740,932"
Spyder,2017,,155 minutes,Thriller/Suspense,,,,A.R. Murugadoss,,"$205,496"
The Spy Who Dumped Me,2018,,,Comedy,,,,Susanna Fogel,,
The Spy Who Came in from the Cold,1965,,,,,,,Martin Ritt,,
The Spy Who Loved Me,1977,PG,125 minutes,Action,,,,Gilbert Lewis,Roger Moore,"$185,400,000"
The Spy Next Door,2010,PG,94 minutes,Adventure,,,,,Jackie Chan,"$46,752,858"
Spy Kids: All the Time in the World,2011,PG,89 minutes,Adventure,,,,Robert Rodriguez,"Jessica Alba,Joel McHale,Rowan Blanchard,Mason Cook","$80,681,183"
Spy Kids 3-D: Game Over,2003,PG,82 minutes,Adventure,,,,Robert Rodriguez,"Antonio Banderas,Carla Gugino,Alexa Vega,Daryl Sabara,Ricardo Montalban","$167,851,995"
Spy Hunter,2012,,,Action,,,,Paul Anderson,,
Spy Hard,1996,PG-13,,Comedy,,,,,,
Spy Kids 2: The Island of Lost Dreams,2002,PG,,Adventure,,,,Robert Rodriguez,,"$119,721,296"
Spy Kids,2001,PG,89 minutes,Adventure,,,,Robert Rodriguez,"Antonio Banderas,Carla Gugino,Alexa Vega,Daryl Sabara,Alan Cumming","$197,692,062"
Spy Game,2001,R,127 minutes,Action,,,,Tony Scott,"Robert Redford,Brad Pitt","$143,049,560"
Å punti na vodÄ›,2017,,83 minutes,Adventure,,,,Jiri Chlumsky,,"$1,596,241"
Sputnik Mania,2008,Not Rated,,Documentary,,,,,,
Spun,2003,R,,,,,,,"Jason Schwartzman,Patrick Fugit,Mena Suvari,John Leguizamo,Brittany Murphy","$1,022,649"
Springsteen & I,2013,Not Rated,124 minutes,Documentary,,,,Baillie Walsh,,
Springtime in a Small Town,2004,PG,,Drama,,,,,,
Spring Forward,2000,R,,,,,,,,
Spy!,2015,R,115 minutes,Comedy,,,,Paul Feig,"Melissa McCarthy,Jude Law,Jason Statham","$233,125,712"
Spring Breakdown,2008,,,Comedy,,,,,"Amy Poehler,Parker Posey,Rachel Dratch",
Spring & Arnaud,2016,,,Documentary,,,,Marcia Connolly,,
Spring Break,1983,,,Comedy,,,,,,
Spring 1941,2010,R,,,,,,,,
Spring Breakers,2013,R,94 minutes,Thriller/Suspense,,,,Harmony Korine,"James Franco,Selena Gomez,Vanessa Hudgens,Ashley Benson,Rachel Korine","$31,149,251"
Spring,2015,Not Rated,109 minutes,Horror,,,,Justin Benson,"Lou Taylor Pucci,Nadia Hilker",
Spriggan,2001,R,,,,,,,,
Spreading Darkness,2017,Not Rated,101 minutes,Action,,,,Josh Eisenstadt,,
Spotswood,1991,,,,,,,,Russell Crowe,
Spread,2009,R,,Comedy,,,,,"Ashton Kutcher,Anne Heche","$4,484,936"
Spooky Jack,2021,,,Adventure,,,,Mike Mitchell,,
Spooky House,2002,PG,106 minutes,Comedy,,,,,,
The Spongebob Movie,2020,,,Adventure,,,,,,
Spooky Buddies,2011,G,,,,,,,,
Spooks: The Greater Good,2015,R,102 minutes,Action,,,,Bharat Nalluri,"Colin Firth,Kit Harington,Jennifer Ehle,Elyes Gabel,David Harewood,Tuppence Middleton","$5,328,721"
Spookers,2017,,90 minutes,Documentary,,,,Florian Habicht,,"$19,953"
Spookley the Square Pumpkin,2005,,,Musical,,,,Bernie Denk,,
Spoken Word,2010,Not Rated,,Drama,,,,Victor Nunez,,
SpongeBob SquarePants: The Movie,2004,PG,88 minutes,Adventure,,,,Stephen Hillenburg,,"$142,051,255"
Splitting Heirs,1993,PG-13,,Comedy,,,,,,
Split Decision,1988,,,,,,,,,
Split Second,1992,R,,Action,,,,,,
Split Image,1982,,,Drama,,,,Ted Kotcheff,,
The SpongeBob Movie: Sponge Out of Water,2015,PG,93 minutes,Adventure,,,,Paul Tibbitt,"Tom Kenny,Bill Fagerbakke,Rodger Bumpass,Clancy Brown,Carolyn Lawrence","$311,594,032"
Split Decision,2001,Not Rated,,,,,,,,
Split: A Deeper Divide,2012,,78 minutes,Documentary,,,,Kelly Nyks,,
Splinterheads,2009,R,,Comedy,,,,,,
Splinters,2012,,94 minutes,Documentary,,,,Adam Pesce,,
Splinter Way,2016,,,Drama,,,,John Wells,,
Splintered,2012,,,,,,,,,
Splinter,2007,R,,Thriller/Suspense,,,,,,
Splinter,2008,,,Horror,,,,Toby Wilkins,,
Split,2017,PG-13,116 minutes,Horror,,,,M. Night Shyamalan,James McAvoy,"$278,449,984"
Splendor,1999,R,,,,,,,,
Spirit Riders,2015,,,Drama,,,,Brian T. Jaynes,,
Splice,2010,R,104 minutes,Horror,,,,Vincenzo Natali,"Adrien Brody,Sarah Polley","$26,857,459"
Splash,1984,PG,109 minutes,Comedy,,,,Ron Howard,"Tom Hanks,Daryl Hannah",
The Spitfire Grill,1996,PG-13,,Drama,,,,,,
Spirit of the Marathon II,2013,,,Documentary,,,,,,
The Spirit,2008,PG-13,102 minutes,Action,,,,Frank Miller,Gabriel Macht,"$39,006,188"
Spirit: Stallion of the Cimarron,2002,G,84 minutes,Adventure,,,,Kelly Asbury,"Matt Damon,Daniel Studi","$106,515,310"
Spirit of the Forest,2010,PG,,,,,,,,
Spirit of Love: The Mike Glenn Story,2013,PG,,Drama,,,,,,
Spirit Game: Pride of a Nation,2017,,102 minutes,Documentary,,,,Peter Spirer,,
Spiral Farm,2017,,,Drama,,,,Alec Tibaldi,,
Spirit Bear,2011,,91 minutes,Adventure,,,,Stefan Scaini,,
Spirit of the Game,2016,PG,95 minutes,Drama,,,,J.D. Scott,Aaron Jakubenko,"$227,106"
The Spirit of '76,1990,,,,,,,,,
Spiral,2008,PG-13,90 minutes,Thriller/Suspense,,,,Adam Green,"Joel David Moore,Zachary Levi,Amber Tamblyn",
Spione,1929,,178 minutes,Thriller/Suspense,,,,Fritz Lang,,
Spinning Man,2018,R,100 minutes,Thriller/Suspense,,,,Simon Kaijser,,
Spinning into Butter,2009,R,,,,,,,,
Å pÃ­na,2017,,87 minutes,Drama,,,,,,"$306,596"
Spinning Gold,2015,,,Drama,,,,Spike Lee,,
Spinning Plates,2013,Not Rated,93 minutes,Documentary,,,,Joseph Levy,,"$141,361"
Spindl,2017,,98 minutes,Comedy,,,,Milan Cieslar,,"$2,146,654"
Spin Out,2017,R,92 minutes,Comedy,,,,Tim Ferguson,,"$505,822"
Spike,2010,R,80 minutes,Horror,,,,,,
The Spiders,2012,Not Rated,137 minutes,,,,,Fritz Lang,,
Spin,2004,PG-13,,Drama,,,,,,
Spike Island,2015,Not Rated,106 minutes,Drama,,,,Mat Whitecross,,
Spies In Disguise,2019,,,Adventure,,,,Nick Bruno,,
Spiders 3D,2013,PG-13,89 minutes,Thriller/Suspense,,,,Tibor Takacs,"Patrick Muldoon,Christa Campbell",
Spies Like Us,1985,PG,102 minutes,Adventure,,,,John Landis,Chevy Chase,
The Spiderwick Chronicles,2008,PG,96 minutes,Adventure,,,,Mark Waters,Freddie Highmore,"$162,839,667"
Spider-Man: Into The Spider-Verse 3D,2018,,,Action,,,,,,
Spiderhole,2011,,144 minutes,Horror,,,,Daniel Simpson,Emma Griffiths Malin,
Spider-Man/Men in Black II Double-Bill,2002,PG-13,,Adventure,,,,,,
Spider-Man: Homecoming 2,2019,,,Action,,,,,,
Spider-Man 2,2004,PG-13,127 minutes,Adventure,,,,Sam Raimi,Tobey Maguire,"$795,110,670"
Spider-Man 3,2007,PG-13,139 minutes,Adventure,,,,Sam Raimi,Tobey Maguire,"$894,860,230"
Spicy Hot in Love,2015,,98 minutes,Drama,,,,,,"$2,660,000"
Spider,2003,R,,Drama,,,,David Cronenberg,,
Spices of Liberty,2016,PG,96 minutes,Drama,,,,Supriya Goli,,
Spider-Man,2002,PG-13,121 minutes,Adventure,,,,Sam Raimi,Tobey Maguire,"$821,706,375"
Spice World,1998,PG,93 minutes,Comedy,,,,,,"$56,042,592"
Spider-Man: Homecoming,2017,PG-13,133 minutes,Action,,,,Jon Watts,"Tom Holland,Michael Keaton,Zendaya,Jon Favreau,Marisa Tomei,Robert Downey, Jr.","$880,206,511"
Spettacolo,2017,,91 minutes,Documentary,,,,Jeff Malmberg,,
Spent,2000,Not Rated,,,,,,,,
Sphinx,1981,,,Thriller/Suspense,,,,,,"$11,400,000"
Sphere,1998,PG-13,128 minutes,Horror,,,,Barry Levinson,"Dustin Hoffman,Sharon Stone,Samuel L. Jackson","$50,168,294"
Spellman Files,2011,,,Thriller/Suspense,,,,,,
Spellbinder,1988,,,,,,,,,
Spellbound,1945,Not Rated,111 minutes,Thriller/Suspense,,,,Alfred Hitchcock,"April DeGideo,Neil Kadakia,Nupur Lala,Emily Stagg,Harry Altman,Ashley White,Angela Arenivar,Ted Brigham",
Spellbound,2003,G,,Documentary,,,,Jeffrey Blitz,,"$7,457,710"
The Spell,2017,,,,,,,,,
Speedy Gonzales,2011,,,,,,,,,
Speedhunters,2017,,,Action,,,,Rob Cohen,,
Speedway Junky,2001,R,,,,,,,,
Speed Zone!,1989,,,Comedy,,,,,John Candy,
Speedway,1968,G,94 minutes,,,,,,,
Speed Sisters,2017,Not Rated,78 minutes,Documentary,,,,Amber Fares,,"$26,489"
Speed Kills,2017,,,Drama,,,,John Luessenhop,,
Speed 2: Cruise Control,1997,PG-13,,Action,,,,Jan De Bont,"Jason Patric,Sandra Bullock","$150,468,000"
Speed Racer,2008,PG,135 minutes,Action,,,,The Wachowski Brothers,Emile Hirsch,"$93,394,462"
Speech & Debate,2017,PG-13,105 minutes,Comedy,,,,Dan Harris,,
Speed-Dating,2010,R,100 minutes,Romantic Comedy,,,,Joseph A. Elmore Jr,"Wesley Jonathan,Chico Benymon,Leonard Robinson,Mekita Faiye",
Speed,1994,R,115 minutes,Action,,,,Jan De Bont,"Keanu Reeves,Sandra Bullock","$283,200,000"
Spectrum,2015,,,,,,,John Swetnam,,
Speechless,1994,PG-13,99 minutes,Romantic Comedy,,,,Ron Underwood,,
Spectacular Regret,2011,,,Drama,,,,,,
Spectral,2015,PG-13,,Action,,,,Nic Mathieu,,
Species: The Awakening,2007,,,Horror,,,,Nick Lyon,,
The Specials,2000,R,,,,,,,,
Species,1995,R,,Action,,,,Roger Donaldson,,"$113,354,449"
The Spectacular Now,2013,R,95 minutes,Drama,,,,James Ponsoldt,"Miles Teller,Shailene Woodley","$6,916,951"
Species 2,1998,R,,Horror,,,,,,"$26,817,565"
The Specialist,2000,Not Rated,128 minutes,Documentary,,,,,,
Special Correspondents,2016,,,Comedy,,,,Ricky Gervais,,
Spectre,2015,PG-13,148 minutes,Action,,,,Sam Mendes,Daniel Craig,"$879,620,923"
The Specialist,1994,R,,Action,,,,,"Sharon Stone,Sylvester Stallone",
Special Chabbis,2013,Not Rated,144 minutes,Drama,,,,,,"$1,454,411"
Special Citizen,2017,Not Rated,126 minutes,Drama,,,,Park In-je,"Choi Min-sik,Kwak Do-won,Shim Eun-Kyung","$7,232,777"
Special Blood,2016,Not Rated,60 minutes,Documentary,,,,Natalie Metzger,,
Special,2008,R,,Drama,,,,,Michael Rapaport,"$26,822"
Speak Now,2017,,,,,,,Melissa Vitello,,
The Spearhead Effect,2017,,90 minutes,Thriller/Suspense,,,,Caleb Smith,Rane Jameson,
Speaking in Strings,1999,,,,,,,,,
Spear,2015,,84 minutes,Drama,,,,Stephen Page,,"$24,419"
Speak No Evil,2013,R,,Horror,,,,Roze,,"$32,927"
Spasmo,2015,R,94 minutes,Thriller/Suspense,,,,Umberto Lenzi,,
Ð¡ÐŸÐ�Ð¡Ð¢Ð˜ ÐŸÐ£Ð¨ÐšÐ˜Ð�Ð�,2017,,82 minutes,Comedy,,,,,,"$96,650"
Spawn,1997,PG-13,96 minutes,Action,,,,,,"$87,949,859"
Spartan,2004,R,,Thriller/Suspense,,,,David Mamet,,
Spartacus,1960,,,Action,,,,Stanley Kubrick,,"$60,000,000"
Ð¡ÐŸÐ�Ð Ð¢Ð�,2016,,85 minutes,Action,,,,Nikolay Kudryashov,,"$439,362"
Sparrows Dance,2013,Not Rated,81 minutes,Romantic Comedy,,,,Noah Buschel,"Marin Ireland,Paul Sparks",
The Sparrow,2012,,,Thriller/Suspense,,,,,,
Sparkler,1999,R,,,,,,,,
Sparkle,2012,PG-13,112 minutes,Drama,,,,Salim Akil,"Jordin Sparks,Whitney Houston,Derek Luke,Mike Epps,Carmen Ejogo,Tika Sumpter,Omari Hardwick,Cee Lo Green","$24,660,323"
Sparkle,1976,,98 minutes,Drama,,,,Sam O'Steen,"Irene Cara,Lonette McKee,Dwan Smith",
Spark: A Space Tail,2017,PG,90 minutes,Adventure,,,,Aaron Woodley,"Jace Norman,Jessica Biel,Susan Sarandon,Patrick Stewart,Hilary Swank","$574,776"
Spark: A Burning Man Story,2013,Not Rated,90 minutes,Documentary,,,,Steve Brown,,
Spanking the Monkey,1994,Not Rated,,Drama,,,,David O. Russell,,
Spare a Copper,1940,,77 minutes,,,,,,,
Spare Parts,2015,PG-13,113 minutes,Drama,,,,Sean McNamara,"George Lopez,Carlos Penavega,Jose Julian,David Del Rio,Oscar Guitierrez","$3,701,281"
The Spanish Prisoner,1998,PG,110 minutes,Drama,,,,David Mamet,Steve Martin,"$13,835,130"
Spanish Movie,2009,,,Comedy,,,,,,"$11,305,452"
Spanish Fly,1999,,,,,,,,,
Spain in a Day,2016,,81 minutes,Documentary,,,,Isabel Coixet,,"$12,938"
Spaceman,2016,R,89 minutes,Drama,,,,Brett Rapkin,Josh Duhamel,
Spaceship,2017,Not Rated,90 minutes,Drama,,,,Alex Taylor,,"$12,464"
Spacehunter: Adventures in the Forbidden Zone,1983,,,Adventure,,,,,Molly Ringwald,
Spanglish,2004,PG-13,133 minutes,Comedy,,,,James L. Brooks,Adam Sandler,"$54,344,321"
SpaceCamp,1986,,107 minutes,Adventure,,,,Harry Winer,,
Spaced Invaders,1990,PG,100 minutes,Adventure,,,,Patrick Read Johnson,,
Spaceballs,1987,PG,,Comedy,,,,Mel Brooks,,
Space Warriors,2013,PG,,Adventure,,,,,,
Space Station 76,2014,R,95 minutes,Comedy,,,,Jack Plotnick,"Patrick Wilson,Liv Tyler,Matt Bomer",
Space Raiders,2014,,84 minutes,Action,,,,Howard R. Cohen,,
Space Pirate Captain Harlock,2013,,,Adventure,,,,Shinji Aramaki,,"$143,490"
A Space Program,2016,Not Rated,72 minutes,Documentary,,,,Van Neistat,,
Space Panda Hero Returns,2016,,,Adventure,,,,,,"$930,000"
Space Jam,1996,PG,88 minutes,Adventure,,,,Joe Pytka,Michael Jordan,"$250,200,000"
Space Invader,2010,,,Comedy,,,,,,
Space Chimps 2: Zartog Strikes Back,2010,PG,76 minutes,Adventure,,,,,,"$5,560,200"
Space Dogs: Adventure to the Moon,2016,G,75 minutes,Adventure,,,,Mike Disa,"Alicia Silverstone,Ashlee Simpson",
Space Buddies,2009,,,,,,,,,
Space Cowboys,2000,PG-13,130 minutes,Adventure,,,,Clint Eastwood,"Clint Eastwood,Tommy Lee Jones,Donald Sutherland,James Garner","$128,874,043"
The Space Between,2017,,90 minutes,Comedy,,,,Amy Jo Johnson,,"$19,745"
Space Chimps,2008,G,81 minutes,Adventure,,,,,,"$67,029,956"
The Space Between,2016,,100 minutes,,,,,Ruth Borgobello,,
Spa Night,2016,Not Rated,97 minutes,Drama,,,,Andrew Ahn,Joe Seo,"$40,294"
The Space Between Us,2017,PG-13,121 minutes,Drama,,,,Peter Chelsom,"Asa Butterfield,Britt Robertson","$11,272,555"
SPA Animated Franchise 2,2020,,,,,,,,,
SPA Animated Franchise 2,2019,,,,,,,,,
SPA Animated Franchise,2020,,,,,,,,,
Soylent Green,1973,,97 minutes,Thriller/Suspense,,,,,,
Space Station,2002,Not Rated,47 minutes,Documentary,,,,Toni Myers,,"$126,513,186"
Soy peligroso con el amor,2011,,84 minutes,Documentary,,,,Michel Negroponte,,
The Souvenir,2017,,,Drama,,,,Joanna Hogg,,
Les souvenirs,2014,,,Comedy,,,,Jean-Paul Rouve,,"$98,566"
Soy Nero,2017,R,117 minutes,Drama,,,,Rafi Pitts,,
Southwest of Salem: The Story of the San Antonio Four,2016,Not Rated,91 minutes,Documentary,,,,Deborah Esquenazi,,
Souvenir,2018,Not Rated,90 minutes,Drama,,,,Bavo Defurne,Isabelle Huppert,"$69,900"
Southside with You,2016,PG-13,84 minutes,Drama,,,,Richard Tanne,"Tika Sumpter,Parker Sawyers","$6,379,289"
Southpaw,2000,Not Rated,,,,,,,,
Southern Rites,2015,,,Documentary,,,,Gillian Laub,,
Southern Comfort,1981,,,Thriller/Suspense,,,,Walter Hill,,
Southland Tales,2007,R,,Musical,,,,Richard Kelly,,"$364,607"
Southern Baptist Sissies,2014,Not Rated,138 minutes,Drama,,,,Del Shores,,
Southpaw,2015,R,124 minutes,Drama,,,,Antoine Fuqua,"Jake Gyllenhaal,Rachel McAdams","$94,207,861"
Southbound,2016,R,89 minutes,Horror,,,,Roxanne Benjamin,Chad Villella,"$210,779"
South Pacific,1958,,171 minutes,,,,,,,"$36,815,069"
"South Park: Bigger, Longer & Uncut",1999,R,81 minutes,Comedy,,,,Trey Parker,,
"South of Heaven, West of Hell",2000,R,,,,,,,Vince Vaughn,
South Central,1992,R,100 minutes,Drama,,,,Stephen Milburn Anderson,Glenn Plummer,
South by Southwest Live,2007,,,,,,,,,
South of the Border,2010,Not Rated,,Documentary,,,,,,"$268,600"
South American George,1941,,92 minutes,,,,,,,
Sous les jupes des filles,2014,,,Comedy,,,,Audrey Dana,,"$12,258,255"
Sous le mÃªme toit,2017,,97 minutes,Comedy,,,,Dominique Farrugia,,"$26,494"
Sour Grapes,2016,,86 minutes,Documentary,,,,,,"$25,128"
The Source Family,2013,,,Documentary,,,,,,
La source des femmes,2012,Not Rated,,Comedy,,,,Radu Mihaileanu,,
The Source,1999,Not Rated,89 minutes,Documentary,,,,Chuck Workman,,"$1,956,822"
Sounder,1972,,,,,,,,,
Sour Grapes,1998,R,,,,,,,,
Source Code,2011,PG-13,93 minutes,Thriller/Suspense,,,,Duncan Jones,Jake Gyllenhaal,"$140,428,499"
The Sound,2017,Not Rated,92 minutes,Thriller/Suspense,,,,Jenna Mattison,"Rose McGowan,Michael Eklund,Christopher Lloyd",$467
Sound of Redemption: The Frank Morgan Story,2017,Not Rated,83 minutes,Documentary,,,,N.C. Heiken,,
Sound of Noise,2012,R,102 minutes,Comedy,,,,Ola Simonsson,Bengt Nilsson,
A Sound of Thunder,2005,PG-13,103 minutes,Action,,,,Peter Hyams,,"$6,300,451"
The Sound of Music Live,2013,,,Drama,,,,Rob Ashford,,
Sound it Out,2011,,,Documentary,,,,,,
Sound of My Voice,2012,R,84 minutes,Thriller/Suspense,,,,Zal Batmanglij,,"$429,448"
The Sound of Music,1965,G,174 minutes,Musical,,,,Robert Wise,Julie Andrews,"$286,214,286"
The Sound and the Shadow,2014,R,,Comedy,,,,Justin Paul Miller,,
Soulsmith,2017,,,Drama,,,,Kevin Henry,,"$1,470"
Sound and Fury,2000,Not Rated,,,,,,,,
Sound City,2013,Not Rated,107 minutes,Documentary,,,,Dave Grohl,,"$521,181"
The Souler Opposite,1998,R,,,,,,,,
Soulmates,2012,,,,,,,,,
SoulMate,2016,,110 minutes,Drama,,,,Kwok Cheung Tsang,,"$24,922,253"
Soul Survivors,2001,PG-13,,Horror,,,,,,"$4,288,246"
Soul Power,2009,PG-13,,Documentary,,,,,,"$366,033"
Soul Plane,2004,R,,Comedy,,,,,,"$14,553,807"
Soul in the Hole,1997,Not Rated,,Documentary,,,,Danielle Gardner,,
Soul Man,1986,,,Comedy,,,,Steve Miner,C. Thomas Howell,
Soul Kitchen,2010,Not Rated,,,,,,,,"$23,347,469"
Soul Men,2008,R,103 minutes,Comedy,,,,Malcolm D. Lee,"Samuel L. Jackson,Bernie Mac","$12,345,883"
Soul Surfer,2011,PG,106 minutes,Drama,,,,Sean McNamara,AnnaSophia Robb,"$47,158,652"
Soul Food,1997,R,,Comedy,,,,"George Tillman, Jr",,
Soul Catcher,2016,,,Drama,,,,Chris Eyre,,
Soufra,2017,,,Documentary,,,,,,
Soul Boys of the Western World,2015,Not Rated,136 minutes,Documentary,,,,George Hencken,,
Le Souffle au Coeur,1971,,,,,,,,,
Godzilla: Tokyo S.O.S.,2003,,,,,,,Masaaki Tezuka,,
Sou Suo,2013,Not Rated,121 minutes,Drama,,,,Kaige Chen,Gao Yuanyuan,"$27,721,037"
Et Soudain Tout Le Monde Me Manque,2011,,,Romantic Comedy,,,,,,
Soshite chichi ni naru,2014,Not Rated,120 minutes,Drama,,,,Hirokazu Kore-eda,"Masaharu Fukuyama,Machiko Ono,Yoko Maki,Lily Franky","$19,965,270"
"SOS, Dec Moroz or everything will come true!",2015,,,Comedy,,,,Arman Gevorgyan,,"$1,547,816"
Sorte Kugler,2009,,,,,,,,,"$3,001,084"
Sorta Like a Rock Star,2016,,,,,,,Bryce Dallas Howard,,
"Sorry, Haters",2006,Not Rated,,Drama,,,,,,
Il sorpasso,2014,,,,,,,Dino Risi,,
Sorry to Bother You,2018,,,Comedy,,,,Boots Riley,,
A Sort of Homecoming,2016,,,Drama,,,,Maria Burton,,
"Sorry, Wrong Number",1948,,89 minutes,,,,,,,
Sorority Row,2009,R,101 minutes,Horror,,,,,"Briana Evigan,Leah Pipes,Rumer Willis,Jamie Chung,Audrina Patridge","$26,735,797"
Sorority Party Massacre,2013,R,,Horror,,,,Chris W. Freeman,,
Sorceress,1995,,90 minutes,Thriller/Suspense,,,,,Linda Blair,
Sorority Girls' Revenge,2001,R,,,,,,,,
Sorceress,1982,R,,Action,,,,,,
Sorgenfri,2016,Not Rated,82 minutes,Horror,,,,Bo Mikkelsen,"Mille Dinesen,Ella Solgaard","$39,234"
Sorority Boys,2002,R,,Comedy,,,,Wally Wolodarsky,,"$12,516,222"
Sordid Lives,2001,R,,Comedy,,,,,,
Sorcerer,1977,PG,121 minutes,Adventure,,,,William Friedkin,,"$12,005,968"
Sophie & Sheba,2010,PG,,,,,,,,
Sophie's Choice,1982,,,Drama,,,,Alan J. Pakula,Meryl Streep,
Sophomore,2012,Not Rated,98 minutes,Comedy,,,,T. Lee Beideck,"Robert Keiper,Amanda Plummer,Patrick Warburton,Kyle Wigent,Jared Bearce,Amaury Batista,Cory Mellor,Laura Carboni,Jamie Cobb,Ronnie Lewis,David Spiecher,Kristin Vahl,Cameron Bloomer,Chris Smith,Jeffrey Ferguson",
Sophia Grace And Rosie's Royal Adventure,2014,,70 minutes,Adventure,,,,Brian Levant,,
Sophie and the Rising Sun,2017,R,105 minutes,Drama,,,,Maggie Greenwald,"Julianne Nicholson,Takashi Yamaguchi",
The Sorcerer's Apprentice,2010,PG,108 minutes,Adventure,,,,Jon Turteltaub,"Jay Baruchel,Nicolas Cage","$217,986,320"
Sophie Scholl - Die letzten Tage,2006,Not Rated,,Drama,,,,,,"$13,887,199"
Soosanghan Gogaekdeul,2011,,,Black Comedy,,,,,,"$6,720,920"
Sonu Ke Titu Ki Sweety,2017,,138 minutes,Romantic Comedy,,,,Luv Ranjan,,"$267,023"
Sonsuz AÅŸk,2016,,,Drama,,,,Ahmet KatÄ±ksÄ±z,,"$1,452,047"
Soof 2,2016,,100 minutes,Romantic Comedy,,,,EsmÃ© Lammers,,"$8,040,606"
The Son's Room,2002,R,,Drama,,,,,,"$11,714,416"
Sons of Perdition,2011,R,,Documentary,,,,,,
The Sons of Tennessee Williams,2011,Not Rated,75 minutes,Documentary,,,,Tim Wolff,,
Sons of Provo,2005,PG,93 minutes,Comedy,,,,,,
The Sons of Katie Elder,1965,,,,,,,,,
Sono Toki Wa Kare Ni Yoroshiku,2007,,,Drama,,,,,,"$1,373,395"
Sono tornato,2017,,100 minutes,Comedy,,,,Luca Miniero,,"$2,798,279"
"Sono otoko, kyÃ´bÃ´ ni tsuki",2016,,,,,,,Takeshi Kitano,,
Sons of Ben,2016,,,Documentary,,,,Jeffrey C. Bell,,
Songwriter,1984,,,Drama,,,,Alan Rudolph,,
Sonic The Hedgehog,2019,,,Adventure,,,,Jeff Fowler,,
Sonny,2002,R,,Drama,,,,Nicolas Cage,,
Songs My Brothers Taught Me,2016,Not Rated,94 minutes,Drama,,,,Chloe Zhao,"John Reddy,Jashaun St. John,Travis Lone Hill,Kevin Hunter","$146,937"
Songs in Ordinary Time,2000,Not Rated,,Drama,,,,Rob Holcomb,,
Songman: The Untold True Story of Jim Croce,2016,,,Documentary,,,,Robert Langpaap,,
A Song to the Sun,2006,,,,,,,,,"$4,907,665"
Songbird,2017,,,Drama,,,,Jamie Adams,,
Songs from the North,2015,Not Rated,72 minutes,Documentary,,,,Soon-Mi Yoo,,
Songs from the Second Floor,2001,Not Rated,,,,,,,,
Songcatcher,2001,PG-13,,Drama,,,,,,
A Song Still Inside,2013,,,,,,,,Rodrigo Lopresti,
Song to Song,2017,R,129 minutes,Drama,,,,Terrence Malick,"Michael Fassbender,Ryan Gosling,Rooney Mara,Natalie Portman","$1,041,573"
Song One,2015,PG-13,88 minutes,Drama,,,,Kate Barker-Froyland,"Anne Hathaway,Johnny Flynn","$437,089"
Song of the South,1946,G,94 minutes,Adventure,,,,,,
The Song,2014,PG-13,111 minutes,Drama,,,,Richard Ramsey,"Alan Powell,Ali Faulkner,Caitlin Nicol-Thomas",
Song of Granite,2017,Not Rated,104 minutes,Drama,,,,Pat Collins,Macdara O'Fatharta,"$21,343"
Song of the Sea,2014,PG,94 minutes,Adventure,,,,Tomm Moore,"David Rawle,Fionnula Flanagan","$3,620,275"
Song of Lahore,2015,PG,82 minutes,Documentary,,,,Sharmeen Obaid-Chinoy,,
The Song of Bernadette,1943,Not Rated,156 minutes,Drama,,,,Karen Arthur,Jennifer Jones,
A Song for Martin,2002,PG-13,,,,,,,,
