id,title,year,mpaa,runtime,genres,star_rating,metascore_rating,description,director,stars,gross
28681,Weekend,2011,Not Rated,96 minutes,Drama,,,,Andrew Haigh,"Tom Cullen,Chris New","$1,577,585"
28682,Weeds on Fire,2016,,96 minutes,Action,,,,,,"$490,000"
28683,Weeds,1987,,115 minutes,Drama,,,,John D. Hancock,,
28684,Le Week-End,2014,R,93 minutes,Drama,,,,Roger Mitchell,"Jim Broadbent,Lindsay Duncan,Jeff Goldblum","$10,600,030"
28685,The Wedding Video,2014,Not Rated,94 minutes,Romantic Comedy,,,,Nigel Cole,"Rufus Hound,Lucy Punch,Robert Webb,Miriam Margolyes,Harriet Walter","$1,776,543"
28686,The Wedding Song,2009,Not Rated,,,,,,,,
28687,Refugee,2000,Not Rated,,Drama,,,,,,
28688,Refuge from the Storm,2012,PG-13,,Drama,,,,Elias Acosta,,
28689,Reform School Girls,1986,,,,,,,,,
28690,The Wedding Singer,1998,PG-13,97 minutes,Romantic Comedy,,,,Frank Coraci,"Adam Sandler,Drew Barrymore","$123,345,725"
28691,Le Refuge,2010,Not Rated,88 minutes,Drama,,,,Francois Ozon,,
28692,Refuge,2014,Not Rated,84 minutes,Drama,,,,Jessica Goldberg,"Krysten Ritter,Brian Geraghty",
28693,The Wedding Ringer,2015,R,101 minutes,Comedy,,,,Jeremy Garelick,"Kevin Hart,Josh Gad,Kaley Cuoco-Sweeting,Affion Crockett,Jorge Garcia,Daniel Gill,Aaron Takahashi","$80,171,596"
28694,Refrigerantes e CanÃ§Ãµes de Amor,2016,,,Comedy,,,,Luis Galvao Teles,,"$63,244"
28695,Reform School Girl,2016,,,,,,,,,
28696,Reflections on a Crime,1995,,,,,,,,,
28697,The Reflektor Tapes,2015,Not Rated,,Documentary,,,,Kahlil Jospeh,,"$67,382"
28698,Reflections in a Golden Eye,1967,Not Rated,108 minutes,,,,,,,
28699,Reeseville,2004,R,,Thriller/Suspense,,,,,,
28700,The Ref,1994,R,,Comedy,,,,Ted Demme,,"$12,325,885"
28701,Tarp Musu Berniuku,2015,,,Comedy,,,,Kestutis Gudavicius,,"$1,132,236"
28702,Tarzan,1999,G,88 minutes,Adventure,,,,Kevin Lima,"Glenn Close,Minnie Driver,Tony Goldwyn,Lance Henriksen,Wayne Knight,Rosie O'Donnell","$448,191,819"
28703,Taras Bulba,2009,,,,,,,,,"$7,077,312"
28704,Tarnation,2004,Not Rated,,Documentary,,,,,,"$1,162,014"
28705,Target,1985,R,,Thriller/Suspense,,,,Arthur Penn,Matt Dillon,
28706,Tarde para la ira,2016,,92 minutes,Thriller/Suspense,,,,Raul Arevalo,,"$2,133,266"
28707,Targeted: Exposing the Gun Control Agenda,2016,,,Documentary,,,,Jesse Winton,,
28708,The Wedding Planner,2001,PG-13,,Romantic Comedy,,,,Adam Shankman,Jennifer Lopez,"$94,728,529"
28709,The Wedding Party,2016,,110 minutes,Romantic Comedy,,,,Kemi Adetiba,,
28710,Wedding Planner Mystery,2016,,84 minutes,,,,,Ron Oliver,,
28711,The Wedding Party 2: Destination Dubai,2018,,98 minutes,Comedy,,,,Niyi Akinmolayan,,"$73,115"
28712,Wedding Palace,2013,,,Romantic Comedy,,,,Christine Yoo,,
28713,The Wedding Pact,2014,,,Romantic Comedy,,,,Matt Berman,,
28714,The Wedding March,2017,,,,,,,Neill Fearnley,,
28715,Wedding March 2: Resorting to Love,2018,,,Romantic Comedy,,,,David Weaver,,
28716,The Wedding Invitation,2017,,90 minutes,Comedy,,,,Rainy Kerwin,,
28717,Wedding Daze,2008,R,,Comedy,,,,,,"$3,969,756"
28718,A Wedding Invitation,2013,Not Rated,81 minutes,Romantic Comedy,,,,,,"$30,364,350"
28719,Wedding Day,2013,Not Rated,72 minutes,Thriller/Suspense,,,,Andre Gordon,"C. Thomas Howell,David Koechner,Stephanie Drapeau",
28720,The Wedding Date,2005,PG-13,,Romantic Comedy,,,,Clare Kilner,,"$47,175,038"
28721,Reel Paradise,2005,R,,Documentary,,,,,,
28722,The Reef,2010,R,,Thriller/Suspense,,,,,,"$15,037,867"
28723,Reel Love,2012,,,,,,,,,
28724,The Reef 2: High Tide,2012,PG,,,,,,,,"$3,283,366"
28725,The Reeds,2010,R,,Horror,,,,,,
28726,Redwood Highway,2014,PG-13,90 minutes,Drama,,,,Gary Lundgren,,
28727,Reds,1981,PG,195 minutes,Drama,,,,Warren Beatty,Diane Keaton,
28728,Le Redoutable,2018,R,107 minutes,Drama,,,,Michel Hazanavicius,,"$119,881"
28729,Redline,2007,PG-13,95 minutes,Action,,,,Andy Cheng,,
28730,Redi,2011,Not Rated,157 minutes,Comedy,,,,Anees Bazmee,"Salman Khan,Asin","$38,734,626"
28731,Redemption Road,2011,PG-13,90 minutes,Drama,,,,Mario Van Peebles,"Michael Clarke Duncan,Kiele Sanchez,Taryn Manning,Tom Skerritt,Morgan Simpson,Luke Perry",
28732,Redemption,2012,PG,,,,,,,,
28733,Redemption,2013,R,100 minutes,Thriller/Suspense,,,,Steven Knight,Jason Statham,"$13,593,473"
28734,Tarapaty,2017,,85 minutes,Adventure,,,,Marta Karwowska,,"$8,206"
28735,Tarantella,1996,,,,,,,,,
28736,Taranta on the Road,2017,,80 minutes,Comedy,,,,Salvatore Allocca,,"$16,630"
28737,The Taqwacores,2010,Not Rated,84 minutes,Drama,,,,Eyad Zahra,,
28738,Tapped Out,2014,R,108 minutes,Action,,,,Allan Ungar,"Cody Hackman,Krysztof Sosynski,Anderson ""The Spider"" Silva,Lyoto Machida",
28739,Taps,1981,PG,132 minutes,Drama,,,,Harold Becker,George C. Scott,
28740,Tapeheads,1988,,,,,,,,John Cusack,
28741,AREA 407,2012,,90 minutes,Horror,,,,Dale Fabrigar,,
28742,Tape,2001,R,,,,,,Richard Linklater,,
28743,Tap,1989,,,Drama,,,,,,
28744,Tap World,2015,Not Rated,72 minutes,Documentary,,,,Dean Hargrove,,
28745,Tao of Surfing,2017,,,Drama,,,,Lou Diamond Phillips,,
28746,The Tao of Steve,2000,R,89 minutes,Romantic Comedy,,,,,,"$4,406,030"
28747,Wedding Bell Blues,1997,R,,,,,,,,
28748,The Wedding Bros.,2009,R,,,,,,,,
28749,Weavers: Wasn't That a Time,1982,,,Documentary,,,,,,
28750,The Wedding Banquet,1993,R,,Comedy,,,,Ang Lee,,
28751,Web Junkie,2014,Not Rated,79 minutes,Documentary,,,,Hilla Medalia,,
28752,The Weathered Underground,2010,Not Rated,310 minutes,Multiple Genres,,,,David N. Donihue,,
28753,Wedding Crashers,2005,R,119 minutes,Comedy,,,,David Dobkin,"Owen Wilson,Vince Vaughn","$283,218,368"
28754,Weather Girl,2009,R,,,,,,,,
28755,Weapons of Self Destruction,2010,,,Concert/Performance,,,,,,
28756,Weather Underground,2003,Not Rated,,Documentary,,,,,,
28757,The Redeemed and the Dominant: Fittest on Earth,2018,,,Documentary,,,,Heber Cannon,,
28758,Redeemer,2015,,,Action,,,,Ernesto Diaz Espinoza,,
28759,Weapons,2009,,,Action,,,,,,
28760,Redd Inc.,2012,R,,,,,,,,
28761,The Weather Man,2005,R,102 minutes,Drama,,,,Gore Verbinski,Nicolas Cage,"$15,466,961"
28762,Redacted,2007,R,,Drama,,,,Brian De Palma,"Izzy Diaz,Daniel Stewart Sherman,Patrick Carroll,Rob Devaney,Mike Figueroa,Ty Jones,Kel O'Neill","$861,325"
28763,Red Wing,2013,PG-13,108 minutes,Drama,,,,Will Wallace,"Breann Johnson,Glen Powell,Bill Paxton,Luke Perry,Frances Fisher,Joelle Carter",
28764,Red Trousers - The Life of the Hong Kong Stuntmen,2004,,,,,,,,,
28765,Redbelt,2008,R,99 minutes,Action,,,,David Mamet,"Chiwetel Ejiofor,Emily Mortimer","$2,667,084"
28766,Red Trees,2017,Not Rated,,Documentary,,,,Marina Willer,,
28767,Le Violon rouge,1999,R,126 minutes,Drama,,,,Francois Girard,"Greta Scacchi,Jason Flemyng",
28768,Red State,2011,R,97 minutes,Horror,,,,Kevin Smith,Melissa Leo,"$1,983,596"
28769,Red Tails,2012,PG-13,120 minutes,Action,,,,Anthony Hemingway,"Terrence Howard,Cuba Gooding, Jr.,Nate Parker,David Oyelowo,Tristan Wilds,Ne-Yo,Elijah Kelley,Marcus T. Paulk,Leslie Odom Jr.","$50,365,498"
28770,Red Sonja: Queen of Plagues,2016,,,,,,,Gail Simone,,
28771,Red Sonja,1985,,,Action,,,,Richard Fleischer,,
28772,Tao Jie,2013,,118 minutes,Drama,,,,,"Andy Lau,Deanie Ip","$4,728,896"
28773,Red Sparrow,2018,R,139 minutes,Thriller/Suspense,,,,Francis Lawrence,Jennifer Lawrence,"$107,776,090"
28774,Tanu Weds Manu,2011,Not Rated,,Comedy,,,,Aanand Rai,,"$7,976,388"
28775,Tantsy Nasmert,2017,,90 minutes,Drama,,,,Andrey Volgin,,"$134,351"
28776,Tanu Weds Manu Returns,2015,Not Rated,128 minutes,Comedy,,,,Aanand Rai,"Kangana Ranaut,R. Madhavan,Navni Parihar","$3,825,515"
28777,Tantei Wa Bar Ni Iru 2,2013,,119 minutes,Thriller/Suspense,,,,,,"$5,951,523"
28778,Tank,1984,,,Action,,,,,,
28779,Tanpopo,2016,Not Rated,115 minutes,Comedy,,,,Juzo Itami,,
28780,Tanner Hall,2011,R,95 minutes,Drama,,,,Francesca Gregorini,"Rooney Mara,Georgia King,Brie Larson,Amy Ferguson",
28781,Tanna,2016,Not Rated,104 minutes,Drama,,,,Martin Butler,"Mungau Dain,Marie Wawa","$78,911"
28782,Tango Negro: The African Roots of Tango,2015,Not Rated,93 minutes,Documentary,,,,Dom Pedro,,
28783,Tank Girl,1995,R,,Action,,,,,,
28784,Un tango mas,2016,Not Rated,85 minutes,Documentary,,,,German Kral,,"$166,722"
28785,The Tango Lesson,1997,PG,,Drama,,,,,,"$4,194,038"
28786,Tango & Cash,1989,R,,Action,,,,Andrei Konchalovsky,"Sylvester Stallone,Kurt Russell",
28787,We The People: The Market Basket Effect,2016,,,Documentary,,,,Tommy Reid,,
28788,We Were Here,2011,,,Documentary,,,,David Weissman,,
28789,We the Party,2012,R,104 minutes,Comedy,,,,Mario Van Peebles,,
28790,Tango,1999,PG-13,,Drama,,,,,,"$5,428,387"
28791,We the Parents,2013,Not Rated,61 minutes,Documentary,,,,James Takata,,
28792,We Were Soldiers,2002,R,139 minutes,Drama,,,,Randall Wallace,Mel Gibson,"$114,658,262"
28793,We're Back! A Dinosaur's Story,1993,G,71 minutes,Adventure,,,,Dick Zondag,,
28794,We Steal Secrets: The Story of Wikileaks,2013,R,130 minutes,Documentary,,,,Alex Gibney,,"$602,042"
28795,We Love You,2016,R,,Romantic Comedy,,,,Huck Botko,,
28796,We Own the Night,2007,R,118 minutes,Drama,,,,James Gray,"Joaquin Phoenix,Mark Wahlberg,Eva Mendes,Robert Duvall","$55,307,857"
28797,Tangled,2010,PG,101 minutes,Musical,,,,Nathan Greno,"Zachary Levi,Mandy Moore","$586,477,240"
28798,We Live in Public,2009,Not Rated,,Documentary,,,,,,
28799,We Need to Talk About Kevin,2012,R,112 minutes,Drama,,,,Lynne Ramsay,"Tilda Swinton,Ezra Miller","$10,765,283"
28800,"We Love You, Sally Carmichael",2017,PG,84 minutes,Romantic Comedy,,,,Christopher Gorham,"Christopher Gorham,Elizabeth Tulloch,Sebastian Roche,Jack McBrayer,David Nibley,Andie Nibley",
28801,The Red Shoes,1948,,133 minutes,Drama,,,,,,"$27,329"
28802,Red Sky,2015,PG-13,108 minutes,Action,,,,Mario Van Peebles,,"$91,116"
28803,Red Shoe Diaries: The Movie,2014,,,Drama,,,,Zalman King,,
28804,Red Scorpion,1989,,,Action,,,,,,
28805,Red Shirt,2016,,,Comedy,,,,,,
28806,The Red Sea Diving Resort,2017,Not Rated,,Drama,,,,Gideon Raff,,
28807,Red Roses and Petrol,2008,R,,Drama,,,,,,
28808,Red Sands,2009,,,Horror,,,,,,
28809,Red River,1948,,133 minutes,,,,,Howard Hawks,,
28810,The Red Riding Trilogy: 1980,2010,,,Drama,,,,,,
28811,The Red Riding Trilogy: 1983,2010,Not Rated,,Drama,,,,,,
28812,Red Road,2007,Not Rated,,Drama,,,,,,"$754,892"
28813,The Red Riding Trilogy: 1974,2010,Not Rated,,Drama,,,,,,
28814,Tangerine,2015,R,87 minutes,Comedy,,,,Sean Baker,"Kitana Kiki Rodriguez,Mya Taylor","$924,793"
28815,Tang Ren Jie Tan An 2,2018,R,,Action,,,,Chen Sicheng,,"$541,654,043"
28816,Tamo i ovde,2010,Not Rated,,Comedy,,,,,,
28817,Tamjung Hong Gil-dong: Sarajin Ma-eul,2016,Not Rated,125 minutes,Action,,,,Jo Sung-hee,"Lee Je-Hoon,Kim Sung-Kyun","$10,020,965"
28818,Tang ren jie tan an,2016,Not Rated,136 minutes,Action,,,,Chen Sicheng,Wang Baoqiang,"$125,953,551"
28819,Tamasha,2015,Not Rated,151 minutes,Comedy,,,,Imtiaz Ali,"Ranbir Kapoor,Deepika Padukone","$15,304,766"
28820,Tamara Drewe,2010,R,110 minutes,Comedy,,,,Stephen Frears,"Gemma Arterton,Roger Allam,Dominic Cooper,Luke Evans,Tamsin Greig","$6,727,750"
28821,Tammy,2014,R,96 minutes,Comedy,,,,Ben Falcone,Melissa McCarthy,"$96,407,655"
28822,Tamara,2016,,,Comedy,,,,Alexandre Castagnetti,,"$2,275,000"
28823,The Taming of the Shrew,1967,,122 minutes,,,,,Franco Zeffirelli,,
28824,Tamagocchi Doki Doki!,2007,,,,,,,,,"$1,107,976"
28825,Tamara,2006,R,,Horror,,,,,Jenna Dewan,
28826,El TamaÃ±o SÃ­ Importa,2016,,95 minutes,Comedy,,,,Rafa Lara,,"$1,547,909"
28827,We Have Your Husband,2011,,,Thriller/Suspense,,,,Eric Bross,,
28828,We Got Lucky,2016,Not Rated,79 minutes,Comedy,,,,Allen C. Gardner,,
28829,We Go Way Back,2006,Not Rated,,,,,,,,
28830,We Don't Need a Map,2017,,85 minutes,Documentary,,,,Warwick Thornton,,"$6,607"
28831,We Donâ€™t Belong Here,2017,R,92 minutes,Drama,,,,Peer Pedersen,,
28832,We Don't Live Here Anymore,2004,R,,Drama,,,,,,
28833,We Could Be King,2014,,90 minutes,Documentary,,,,Judd Ehrlich,,
28834,We Come as Friends,2015,Not Rated,110 minutes,Documentary,,,,Hubert Sauper,,
28835,We Can't Go Home Again,2012,,,,,,,,,
28836,We Bare Bears,2017,,,Adventure,,,,,,"$201,756"
28837,Red Queen,2018,,,Adventure,,,,Elizabeth Banks,,
28838,We are X,2016,R,95 minutes,Documentary,,,,Stephen Kijak,,"$3,124,876"
28839,Red Planet,2000,PG-13,,Action,,,,,,"$33,463,969"
28840,We Are Your Friends,2015,R,96 minutes,Drama,,,,Max Joseph,Zac Efron,"$10,166,209"
28841,We Bought a Zoo,2011,PG,124 minutes,Drama,,,,Cameron Crowe,"Matt Damon,Scarlett Johansson,Maggie Elizabeth Jones","$118,729,073"
28842,Red Riding Hood,2011,PG-13,120 minutes,Thriller/Suspense,,,,Catherine Hardwicke,Amanda Seyfried,"$91,678,442"
28843,The Red Pill,2016,,117 minutes,Documentary,,,,,,
28844,Red Obsession,2013,Not Rated,75 minutes,Documentary,,,,David Roach,,"$24,387"
28845,The Red Maple Leaf,2016,,,Drama,,,,Frank Dâ€™Angelo,,
28846,Red Meat,1998,,,,,,,,,
28847,Red Notice,2020,,,Action,,,,Rawson Marshall Thurber,Dwayne Johnson,
28848,Red Line 7000,1965,,,,,,,Howard Hawks,,
28849,Red Line,2013,R,,Thriller/Suspense,,,,,,
28850,The Red House,1947,,100 minutes,,,,,,,
28851,Red Lights,2012,R,118 minutes,Thriller/Suspense,,,,Rodrigo Cortes,"Cillian Murphy,Sigourney Weaver,Robert De Niro,Toby Jones,Elizabeth Olsen","$14,518,884"
28852,Tam Cam: Chuyen Chua Ke,2017,,116 minutes,Adventure,,,,Veronica Ngo,,
28853,Tallulah,2016,Not Rated,151 minutes,Drama,,,,Sian Heder,Ellen Page,
28854,Red Lights,2004,Not Rated,,Drama,,,,,,
28855,Talvar,2015,Not Rated,132 minutes,Drama,,,,Meghna Gulzar,Irrfan Khan,"$377,002"
28856,Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,104 minutes,Comedy,,,,Adam McKay,Will Ferrell,"$162,870,525"
28857,The Tall Guy,1990,,,,,,,,,"$3,510,000"
28858,The Tall Men,1955,,122 minutes,,,,,,,
28859,Tall Story,1960,,91 minutes,,,,,,,
28860,Tall Tale,1995,PG,98 minutes,Western,,,,Jeremiah Chechik,"Patrick Swayze,Oliver Platt",
28861,The Tall Man,2012,R,106 minutes,Thriller/Suspense,,,,Pascal Laugier,Jessica Biel,"$6,770,790"
28862,A Talking Picture,2004,Not Rated,,Drama,,,,,,
28863,A Talking Cat,2013,Not Rated,83 minutes,,,,,,,
28864,Talkin' Dirty After Dark,1991,,,Comedy,,,,,,
28865,We Are the Freaks,2013,,,Comedy,,,,Justin Edgar,,
28866,We Are Twisted F***ing Sister!,2016,Not Rated,134 minutes,Documentary,,,,Andrew Horn,,
28867,We Are the Giant,2014,Not Rated,90 minutes,Documentary,,,,Greg Barker,,
28868,We Are Stronger,2017,PG-13,125 minutes,Drama,,,,Robin Murray,,
28869,We Are Still Here,2015,Not Rated,84 minutes,Horror,,,,Ted Geoghgan,,
28870,We Are Journalists,2015,Not Rated,86 minutes,Documentary,,,,Ahmad Farahani,,
28871,We Are Marshall,2006,PG,,Drama,,,,Joseph McGinty Nichol,Matthew McConaughey,
28872,We Are Many,2014,,,Documentary,,,,Amir Amirani,,"$137,567"
28873,We Are Family,2010,PG,115 minutes,Drama,,,,Siddharth S. Malhotra,"Kajol,Kareena Kapoor,Arjun Rampal,Diya Sonecha,Nominath Ginsberg,Aachal Munjal","$7,678,147"
28874,The We and the I,2013,Not Rated,103 minutes,Drama,,,,Michel Gondry,"Michael Brodie,Teresa Lynn,Raymond Delgado,Meghan 'Niomi' Murphy","$293,605"
28875,Wazir,2016,Not Rated,102 minutes,Thriller/Suspense,,,,Bejoy Nambiar,"Amitabh Bachchan,Farhan Akhtar","$1,655,884"
28876,Wayward: The Prodigal Son,2014,PG-13,92 minutes,Drama,,,,Rob Diamond,"Landon Henneman,Blake Webb,Rob Diamond,Pam Eichner",
28877,Red Hook,2009,R,,,,,,Elizabeth Lucas,,
28878,Red Hook Summer,2012,R,121 minutes,Drama,,,,Spike Lee,"Clarke Peters,Jules Brown,Toni Lysaith",
28879,Red Hill,2010,R,97 minutes,Thriller/Suspense,,,,Patrick Hughes,"Ryan Kwanten,Steve Bisley,Tom E. Lewis","$344,397"
28880,Red Herring,2015,Not Rated,90 minutes,Drama,,,,Ousa Khun,"Robert Scott Howard,Holly Valance,Chyna McCoy,G. Eric Miles,Tim Tucker,Vincent Pastore",
28881,The Ren Hen and More Cooking Stories,2013,,,Adventure,,,,,,
28882,Red Heat,1988,R,,Action,,,,Walter Hill,Arnold Schwarzenegger,
28883,Red-Haired Alibi,1932,,75 minutes,,,,,,,
28884,Red Flag,2013,Not Rated,83 minutes,Romantic Comedy,,,,Alex Karpovsky,"Alex Karpovsky,Onur Tukel,Jennifer Prediger",
28885,Red Dwarf,1999,,,,,,,,,
28886,Red Eye,2005,PG-13,,Thriller/Suspense,,,,Wes Craven,,"$96,666,486"
28887,Talk to Me,1998,,,Romantic Comedy,,,,George Esquerra,,
28888,Talk to Me,2007,R,118 minutes,Drama,,,,Kasi Lemmons,Don Cheadle,"$4,755,905"
28889,Red Dragon,2002,R,124 minutes,Thriller/Suspense,,,,Brett Ratner,"Anthony Hopkins,Edward Norton","$206,455,420"
28890,Talk Radio,1988,,,Drama,,,,Oliver Stone,,
28891,Talk of Angels,1998,PG-13,,,,,,,,
28892,Taliesin Jones,2002,PG,,,,,,,,
28893,Tales of the Rat Fink,2006,,,Documentary,,,,,,
28894,Tales of Terror,2014,,89 minutes,Black Comedy,,,,Roger Corman,,
28895,Tales of Manhattan,1942,,118 minutes,,,,,,,
28896,Tales of Poe,2016,,,Horror,,,,Bart Mastronardi,,
28897,Tales of the Grim Sleeper,2014,,,Documentary,,,,Nick Bloomfield,,
28898,Tales of Hoffmann,1952,Not Rated,125 minutes,Musical,,,,Michael Powell,Moira Shearer,
28899,Tales of Halloween,2015,R,92 minutes,Horror,,,,Darren Lynn Bousman,,"$237,628"
28900,Ways to Live Forever,2013,PG-13,90 minutes,Drama,,,,Gustavo Ron,"Ben Chaplin,Emilia Fox,Greta Scacchi,Robbie Kay,Alex Etel,Ella Purnell,Natalia Tena",
28901,The Wayshower,2011,PG-13,,Drama,,,,,,
28902,Wayne's World 2,1993,PG-13,,Comedy,,,,,"Mike Myers,Dana Carvey",
28903,Wayne's World,1992,PG-13,95 minutes,Comedy,,,,Penelope Spheeris,"Mike Myers,Dana Carvey","$183,097,323"
28904,Waydowntown (US Release),2002,Not Rated,,,,,,,,
28905,The Way We Were,1973,PG,118 minutes,,,,,Sydney Pollack,Robert Redford,
28906,The Way West,1967,,122 minutes,Western,,,,Andrew V. McLaglen,,
28907,The Way We Laughed,2001,Not Rated,124 minutes,,,,,,,
28908,Red Doors,2006,Not Rated,,Drama,,,,,,
28909,The Way We Get By,2009,Not Rated,,Documentary,,,,,,
28910,Red Dog: True Blue,2018,,,Drama,,,,Kriv Stenders,,"$6,008,925"
28911,Red de Libertad,2017,,,Drama,,,,Pablo Moreno,,"$274,318"
28912,Red Dog,2011,PG,,,,,,,,"$20,927,794"
28913,Red Dawn,1984,,,Action,,,,John Milius,"Patrick Swayze,C. Thomas Howell",
28914,Red Corner,1997,R,,Thriller/Suspense,,,,Jon Avnet,Richard Gere,
28915,Red Clover,2012,R,,,,,,,,
28916,Tales Of An Ancient Empire,2011,R,89 minutes,Adventure,,,,,,
28917,Red Dawn,2012,PG-13,93 minutes,Action,,,,Dan Bradley,"Chris Hemsworth,Josh Peck,Adrianne Palicki,Josh Hutcherson,Isabel Lucas","$48,164,150"
28918,Red Cliff,2009,R,,Action,,,,John Woo,"Tony Leung Chiu Wai,Takeshi Kaneshiro,Zhang Fengyi,Chang Chen","$119,627,047"
28919,Tales From the Script,2010,Not Rated,,,,,,,,
28920,Tales from the Hood,1995,R,,Horror,,,,,,
28921,Tales from the Darkside: The Movie,1990,R,,Horror,,,,John Harrison,,
28922,Tales from the Crypt Presents: Ritual,2001,,106 minutes,Horror,,,,,,
28923,Tales from the Crypt Presents: Bordello of Blood,1996,R,,Horror,,,,,,
28924,Tales from the Crypt: Demon Knight,1995,R,,Horror,,,,,,
28925,Talento de Barrio,2008,R,107 minutes,Drama,,,,,,
28926,The Talent Given Us,2005,Not Rated,,Comedy,,,,,,
28927,Talent Has Hunger,2016,Not Rated,82 minutes,Documentary,,,,Josh Aronson,,
28928,The Talented Mr. Ripley,1999,R,139 minutes,Drama,,,,Anthony Minghella,"Matt Damon,Gwyneth Paltrow,Jude Law","$128,792,135"
28929,Talent for the Game,1991,,,,,,,,,
28930,The Tale,2017,,,Drama,,,,Jennifer Fox,,
28931,A Tale of Two Sisters,2004,R,,Horror,,,,,,
28932,The Way of the West,2011,R,,Western,,,,,,
28933,Way of War,2009,,,,,,,,,
28934,The Way of the Gun,2000,R,,Action,,,,,,"$13,061,935"
28935,The Way,2011,PG-13,115 minutes,Drama,,,,Emilio Estevez,"Martin Sheen,Deborah Kara Unger,Yorick van Wageningen,James Nesbitt","$11,882,191"
28936,The Way Way Back,2013,PG-13,103 minutes,Comedy,,,,Nat Faxon,"Steve Carell,Toni Collette,Allison Janney,AnnaSophia Robb,Sam Rockwell,Maya Rudolph,Liam James","$26,853,810"
28937,The Way of Love,2012,PG,,,,,,,,
28938,The Way Home,2010,,,Drama,,,,Lance W. Dreesen,,
28939,Way Down Town,2000,Not Rated,,,,,,,,
28940,The Way Back,2011,PG-13,133 minutes,Adventure,,,,Peter Weir,"Jim Sturgess,Ed Harris,Colin Farrell,Saoirse Ronan","$26,524,989"
28941,Waxwork,1988,,,,,,,,,
28942,The Watson's to Birmingham,2013,PG,,,,,,Kenny Leon,,
28943,Watership Down,2015,,101 minutes,Adventure,,,,Martin Rosen,,
28944,The Red Circle,2011,,,Thriller/Suspense,,,,,,
28945,Waterworld,1995,PG-13,135 minutes,Action,,,,Kevin Reynolds,Kevin Costner,"$264,246,220"
28946,The Watermen,2011,R,,Horror,,,,,,
28947,Le Cercle rouge,2003,,,Thriller/Suspense,,,,,,
28948,The Red Canvas,2010,PG-13,,Action,,,,,"Ernie Reyes, Jr.,Ernie Reyes, Sr.",
28949,Red Christmas,2017,Not Rated,82 minutes,Horror,,,,Craig Anderson,,
28950,Red Billabong,2016,,,Drama,,,,Luke Sparke,,"$6,271"
28951,Red Cheongsam,2015,,88 minutes,Thriller/Suspense,,,,,,"$340,000"
28952,Red Betsy,2003,PG,,,,,,,,
28953,The Red Baron,2010,PG-13,106 minutes,Drama,,,,Nikolai Muellerschoen,Matthias Schweighofer,
28954,The Recruit,2003,PG-13,,Thriller/Suspense,,,,Roger Donaldson,Al Pacino,"$101,174,440"
28955,Red,2008,Not Rated,,Thriller/Suspense,,,,,,
28956,Red Army,2015,PG,85 minutes,Documentary,,,,Gabe Polsky,,"$719,689"
28957,RED 2,2013,PG-13,116 minutes,Action,,,,Dean Parisot,"Bruce Willis,John Malkovich,Mary-Louise Parker,Anthony Hopkins,Helen Mirren,Catherine Zeta-Jones,Byung-hun Lee","$137,162,560"
28958,A Tale of Love and Darkness,2016,PG-13,98 minutes,Drama,,,,Natalie Portman,Natalie Portman,"$658,848"
28959,Red,2010,PG-13,110 minutes,Action,,,,Robert Schwentke,"Bruce Willis,Morgan Freeman,John Malkovich,Helen Mirren","$196,439,693"
28960,Talaash,2012,Not Rated,139 minutes,Drama,,,,Reema Kagti,"Aamir Khan,Rani Mukerji,Kareena Kapoor","$25,522,290"
28961,Taking Woodstock,2009,R,121 minutes,Drama,,,,Ang Lee,Demetri Martin,"$10,066,366"
28962,Taking Stock,2015,Not Rated,,Comedy,,,,Maeve Murphy,,$862
28963,Taking Sides,2003,Not Rated,,,,,,,,"$1,039,930"
28964,The Tale of Despereaux,2008,G,93 minutes,Adventure,,,,Rob Stevenhagen,Matthew Broderick,"$90,482,317"
28965,The Taking of Tiger Mountain,2015,Not Rated,141 minutes,Adventure,,,,Tsui Hark,Zhang Hanyu,"$141,242,964"
28966,The Taking of Pelham One Two Three,1974,,104 minutes,Thriller/Suspense,,,,,,
28967,The Taking of Deborah Logan,2014,R,,Thriller/Suspense,,,,Adam Robitel,,
28968,The Taking of Beverly Hills,1991,,,Action,,,,Sidney J. Furie,,
28969,The Taking of Pelham 123,2009,R,106 minutes,Action,,,,Tony Scott,"Denzel Washington,John Travolta","$152,364,370"
28970,The Watermelon Woman,1997,Not Rated,85 minutes,Drama,,,,Cheryl Dunye,"Cheryl Dunye,Guinevere Turner",
28971,Watermarks,2005,Not Rated,,Documentary,,,,,,
28972,Watermark,2013,PG,90 minutes,Documentary,,,,Jennifer Baichwal,,
